Corpus_position,Speaker_ID,Left_context,last_left,Match,Right_context,Cx,Lexeme,Futurate,Negative,Interrogative,Clause_structure,Clause_type,If-clause,Person,Animacy,left_more_context
408538,Anita,og det er jo ikke meninga at man,man,skal,bo # livet sitt sammen med søstera si,skal,bo,,affirmative,affirmative,complex,sub,no,3rd,Animate,"* nei * ja i_hvert_fall de som hele tida trur at gresset er så my- jævlig mye grønnere på andre sida # og hele tida # og s- # de menneskene # er jævlig det trur jeg * mm og så har du den andre typen mennesker det er de som er forelska i forelskelsen # de er de verste # og så fort liksom de føler at forelskelsen går over så føler de liksom at * mm | "" å nå er det ikke riktig å være sammen lenger fordi "" # nå har de ikke den feeling-en liksom # "" sorry e jeg føler bare ikke at det er viktig at jeg er sammen med deg lenger fordi # jeg føler ikke det samme for deg nå som jeg gjorde når jeg traff deg "" * "" nei selvfølgelig for faen gjør du ikke det fordi du # du blir jo glad i hverandre ikke sant "" # og da går den da blir det en helt annen måte å være glad i og så ditcher de deg # så står du igjen der som en jævla idiot * ja men det er blåøyd å tro at du skal gå gjennom et langvarig forhold med sommerfugler i magen hele veien # det det det skjer ikke * mm # ja men noen noen er sånn # noen no- | kvinnfolk nei # men noen er sånn Anita # det er helt jævlig men e så klart det går an å # altså etter forelskelsen går det over til ja ja ## over til andre dypere følelser og # som ofte kan være mye bedre og tryggere og føle den forelskelsen * mais hm ## nei da og så klart også jeg tror på langvarige gode forhold uten utroskap men jeg tror ikke på # et eviglangt # kjærlighetsforhold # uten utroskap jeg tror ikke på et eviglangt forhold i det hele tatt # skjer ikke ## og hvis det skjer så er det i_hvert_fall så er kjærligheten på en måte borte da har det blitt bror og søster et eller annet sted på veien * nei * mm og det er jo ikke meninga at man skal bo # livet sitt sammen med søstera si"
325480,Ramsy,,,skal,jeg kaste en i golvet skal jeg kaste andre i golvet skal jeg kaste tredje midt i fem,skal,kaste,,affirmative,affirmative,simple,main,no,1st,Animate,* nei | du over hundre kroner ? jeg husker jeg skrev Marlboro Light * femtitre femtitre ganger fire ## det er to hundre litt over to hundre kroner det mm * for jeg kjøpte en vanlig Camel eller mm * jeg husker Marlboro Light * for jeg vet at du skrev det ned ## du skrev ned alle fire # men vi har ikke fått det * ja jeg så at du skrev det | men e mangler paprikapotetgull med nervøs nå ## hæ ? det du som er nervøs nei jeg varmer opp litt jeg * holder det skal jeg kaste en i golvet skal jeg kaste andre i golvet skal jeg kaste tredje midt i fem
409210,Lars_Joakim,nei men jeg skal jo jeg,jeg,kommer jo til å,sove litt etterpå,kommer,sove,fut,affirmative,affirmative,simple,main,no,1st,Animate,hørte du hadde spurt de andre der ute # om hvor mange is de trodde du klarte å spise ja ? skal du kjøre den i dag ? nei # vet ikke * det hadde vært morsomt å se da vi kunne ha konkurranse du og jeg ? ja da vinner du trur du det ? ja klarer du ikke ? blir så fort mett av is også sånn småkvalm ## men hvis du ikke har noe press på deg # så er det jo # lettere men det er mye lettere å ta mange hvis jeg har litt press eller ## ok vil du ? ja ## det hadde vært litt morsomt da jeg har spist to nå da ## og det er med kjeks ## det er kjeksen burde e det er jo kjeks vi burde ta da ja # med kjeks og da har du liksom s- litt tjuvstarta du da kan ikke jeg spise to nå da før du spiser noen fler og så begynner vi ? nei men jeg skal jo jeg kommer jo til å sove litt etterpå
409259,Anita,ok ### _latter_ # _trekker_pusten_ vi,vi,kommer til å,ligge og spy i_natt,kommer,ligge,fut,affirmative,affirmative,simple,main,no,1st,Animate,du og jeg ? ja da vinner du trur du det ? ja klarer du ikke ? blir så fort mett av is også sånn småkvalm ## men hvis du ikke har noe press på deg # så er det jo # lettere men det er mye lettere å ta mange hvis jeg har litt press eller ## ok vil du ? ja ## det hadde vært litt morsomt da jeg har spist to nå da ## og det er med kjeks ## det er kjeksen burde e det er jo kjeks vi burde ta da ja # med kjeks og da har du liksom s- litt tjuvstarta du da kan ikke jeg spise to nå da før du spiser noen fler og så begynner vi ? nei men jeg skal jo jeg kommer jo til å sove litt etterpå ok klokka er to nå da sier du til meg ? hæ ? sier du til meg ? ja ## altså ## da må det være til ett i_kveld da ## eller til to i_kveld ok ### # vi kommer til å ligge og spy i_natt
409273,Lars_Joakim,du som,som,skal,passe på ungen,skal,passe,,affirmative,affirmative,complex,sub,no,2nd,Animate,
409288,Anita,ok ja,ja,skal,vi begynne nå da da skal ikke da gjeld- hvis vi begynner nå så gjelder jo ikke de to isene du har spist,skal,begynne,,affirmative,affirmative,simple,main,no,1st,Animate,ja klarer du ikke ? blir så fort mett av is også sånn småkvalm ## men hvis du ikke har noe press på deg # så er det jo # lettere men det er mye lettere å ta mange hvis jeg har litt press eller ## ok vil du ? ja ## det hadde vært litt morsomt da jeg har spist to nå da ## og det er med kjeks ## det er kjeksen burde e det er jo kjeks vi burde ta da ja # med kjeks og da har du liksom s- litt tjuvstarta du da kan ikke jeg spise to nå da før du spiser noen fler og så begynner vi ? nei men jeg skal jo jeg kommer jo til å sove litt etterpå ok klokka er to nå da sier du til meg ? hæ ? sier du til meg ? ja ## altså ## da må det være til ett i_kveld da ## eller til to i_kveld ok ### # vi kommer til å ligge og spy i_natt trur du det ? mm du som skal passe på ungen ja ## holder jeg meg hvert fall våken da ok ja skal vi begynne nå da da skal ikke da gjeld- hvis vi begynner nå så gjelder jo ikke de to isene du har spist
409294,Anita,ok ja skal vi begynne nå da da,da,skal,ikke da gjeld- hvis vi begynner nå så gjelder jo ikke de to isene du har spist,skal,gjelde,mod,negative,affirmative,simple,main,no,3rd,Inanimate,ja klarer du ikke ? blir så fort mett av is også sånn småkvalm ## men hvis du ikke har noe press på deg # så er det jo # lettere men det er mye lettere å ta mange hvis jeg har litt press eller ## ok vil du ? ja ## det hadde vært litt morsomt da jeg har spist to nå da ## og det er med kjeks ## det er kjeksen burde e det er jo kjeks vi burde ta da ja # med kjeks og da har du liksom s- litt tjuvstarta du da kan ikke jeg spise to nå da før du spiser noen fler og så begynner vi ? nei men jeg skal jo jeg kommer jo til å sove litt etterpå ok klokka er to nå da sier du til meg ? hæ ? sier du til meg ? ja ## altså ## da må det være til ett i_kveld da ## eller til to i_kveld ok ### # vi kommer til å ligge og spy i_natt trur du det ? mm du som skal passe på ungen ja ## holder jeg meg hvert fall våken da ok ja skal vi begynne nå da da skal ikke da gjeld- hvis vi begynner nå så gjelder jo ikke de to isene du har spist
409320,Lars_Joakim,_sukking_ ## ok de gjelder ikke men jeg,jeg,kommer til å,ta de med i det mitt siste regnestykke men de er ikke med liksom sånn,kommer,ta,fut,affirmative,affirmative,simple,main,no,1st,Animate,klarer du ikke ? blir så fort mett av is også sånn småkvalm ## men hvis du ikke har noe press på deg # så er det jo # lettere men det er mye lettere å ta mange hvis jeg har litt press eller ## ok vil du ? ja ## det hadde vært litt morsomt da jeg har spist to nå da ## og det er med kjeks ## det er kjeksen burde e det er jo kjeks vi burde ta da ja # med kjeks og da har du liksom s- litt tjuvstarta du da kan ikke jeg spise to nå da før du spiser noen fler og så begynner vi ? nei men jeg skal jo jeg kommer jo til å sove litt etterpå ok klokka er to nå da sier du til meg ? hæ ? sier du til meg ? ja ## altså ## da må det være til ett i_kveld da ## eller til to i_kveld ok ### # vi kommer til å ligge og spy i_natt trur du det ? mm du som skal passe på ungen ja ## holder jeg meg hvert fall våken da ok ja skal vi begynne nå da da skal ikke da gjeld- hvis vi begynner nå så gjelder jo ikke de to isene du har spist ## ok de gjelder ikke men jeg kommer til å ta de med i det mitt siste regnestykke men de er ikke med liksom sånn
409384,Anita,ja #,,skal,vi gjøre det sånn # du får beholde de to isene og jeg får en halvtime ?,skal,gjøre,,affirmative,affirmative,simple,main,no,1st,Animate,ja ## det hadde vært litt morsomt da jeg har spist to nå da ## og det er med kjeks ## det er kjeksen burde e det er jo kjeks vi burde ta da ja # med kjeks og da har du liksom s- litt tjuvstarta du da kan ikke jeg spise to nå da før du spiser noen fler og så begynner vi ? nei men jeg skal jo jeg kommer jo til å sove litt etterpå ok klokka er to nå da sier du til meg ? hæ ? sier du til meg ? ja ## altså ## da må det være til ett i_kveld da ## eller til to i_kveld ok ### # vi kommer til å ligge og spy i_natt trur du det ? mm du som skal passe på ungen ja ## holder jeg meg hvert fall våken da ok ja skal vi begynne nå da da skal ikke da gjeld- hvis vi begynner nå så gjelder jo ikke de to isene du har spist ## ok de gjelder ikke men jeg kommer til å ta de med i det mitt siste regnestykke men de er ikke med liksom sånn nei det kan du jo ikke si enten er de med eller så er de ikke med ok da er dem jo så klart med vil jeg ja men da kan vi heller si at du ## du kan drive til halv tre da ja # skal vi gjøre det sånn # du får beholde de to isene og jeg får en halvtime ?
409436,Lars_Joakim,nå er klokka # _handling_ # klokka er to ja ## nei jeg spiste mine på et kvarter da men du kan godt få en halvtime ##,,skal,vi si mest på # ti timer da # e istedenfor tolv ## mest is på ti timer,skal,si,,affirmative,affirmative,simple,main,no,1st,Animate,nei men jeg skal jo jeg kommer jo til å sove litt etterpå ok klokka er to nå da sier du til meg ? hæ ? sier du til meg ? ja ## altså ## da må det være til ett i_kveld da ## eller til to i_kveld ok ### # vi kommer til å ligge og spy i_natt trur du det ? mm du som skal passe på ungen ja ## holder jeg meg hvert fall våken da ok ja skal vi begynne nå da da skal ikke da gjeld- hvis vi begynner nå så gjelder jo ikke de to isene du har spist ## ok de gjelder ikke men jeg kommer til å ta de med i det mitt siste regnestykke men de er ikke med liksom sånn nei det kan du jo ikke si enten er de med eller så er de ikke med ok da er dem jo så klart med vil jeg ja men da kan vi heller si at du ## du kan drive til halv tre da ja # skal vi gjøre det sånn # du får beholde de to isene og jeg får en halvtime ? du får en halvtime ekstra ? ja nå er klokka # # klokka er to ja ## nei jeg spiste mine på et kvarter da men du kan godt få en halvtime ## skal vi si mest på # ti timer da # e istedenfor tolv ## mest is på ti timer
336901,Ramsy,_uforståelig_,,skal,du barbere meg ?,skal,barbere,,affirmative,interrogative,simple,main,no,2nd,Animate,nei hva du drikk ja men det er bare fordi du vet at jeg hadde ikke tatt skum i tryne på deg # men du kunne # like så godt tatt det forbanna barberskummet i håret mitt det er sånn at vi vet at vi gjør det ikke dere gjør det dere that ' s why men det forandrer ikke faktum for det nei greit nok ok vi får panikk # love panic # hva du gjorde der ? fikk panikk nå nei så du fikk panikk nei se panikk kan jeg barbere deg ? hvor ? i trynet hva da ? nei bare for gøy nå barberer jeg hæ ? nå barberer jeg barberer deg skal du barbere meg ?
409607,Lars_Joakim,_hosting_ ## gidder du å hjelpe meg litt ? ##,,skal,jeg ta min første kamp-is,skal,ta,,affirmative,affirmative,simple,main,no,1st,Animate,ja men da kan vi heller si at du ## du kan drive til halv tre da ja # skal vi gjøre det sånn # du får beholde de to isene og jeg får en halvtime ? du får en halvtime ekstra ? ja nå er klokka # # klokka er to ja ## nei jeg spiste mine på et kvarter da men du kan godt få en halvtime ## skal vi si mest på # ti timer da # e istedenfor tolv ## mest is på ti timer * ja ja det kan vi gjøre # fram til klokka tolv da ? ja det blir riktig gjør det ikke det ? jo # og meg fram til halv ett da ? er det ungen min ? that ' s all ## se ismaskin ja ismaskin ## den der kan bli din en dag se her ## kan ta dem ## ta den her litt da # ta n over nå det er huet som må passes på eller så begynner n bare å sutre * ok skal vi si til ## at vi bare fyller n opp til kanten av kjeksen der # at det er én liksom * ja det kan vi gjøre det er mye der jeg har sett da vi har ikke fylt på noen ennå har vi det ? nei nei nei ## gidder du å hjelpe meg litt ? ## skal jeg ta min første kamp-is
337560,Ramsy,,,skal,du fikse drakta mi da ?,skal,fikse,,affirmative,interrogative,simple,main,no,2nd,Animate,ta n på solbrillene han seiler bare liksom akkurat som han ## se på n det der må være en e mutant mellom veps og bie humle * kanskje ... nei # vet du hva det eneste som blir klarer å pare seg det er e # det er hest og esel det blir muldyr og tiger og løve blir tigon # ellers så er det nesten ikke noe ... * * da ? ja men hva var det der da ? har aldri sånn før * nei ikke jeg heller men det er mass- fins masse insekter vet ja ja men vi burde jo ha sett det før nei er ikke sikkert i Norge ? er ikke sikkert det # er masse insekter som jeg ikke har sett som er i Norge * har du ikke t- ... * har du ikke hørt om e bikkje bulldog og # som parrer seg med en sitshu # er bullshit herregud er ikke du sånn kostymeansvarlig ? hæ ? er ikke du kostymeansvarlig ? mm skal du fikse drakta mi da ?
409983,Lars_Joakim,_lydmalende_ord_ ja jeg lov meg jeg skal ikke du,du,skal,få lov å ha copyright-en på _lydmalende_ord_,skal,få,,affirmative,affirmative,simple,main,no,2nd,Animate,
410124,Anne_Mona,også skal må flaska stå opp for at det,det,skal,renne ut av flaska for de kan jo ikke suge opp av flaska,skal,renne,,affirmative,affirmative,complex,sub,no,3rd,Inanimate,* ja første ordet s- # første ordet Sara lærer er sikkert er det du eller han som pleier å si det eller det er han som sier det men det er du som starta eller han ? var jeg var deg # ikke noe e # la den være hellig * ja jeg lov meg jeg skal ikke du skal få lov å ha copyright-en på * det renner ned i tarmsystemet * nei ja det er det det gjør nå # hvis hun # hvis henne ikke ligger så legger jo det bare seg nedi her # hun kveles sant # hvis a ligger og drikker # du klarer ikke å ligge og drikke gjør du det ? * | nei men unger gjør fugler # har du ikke sett de før de spiser de går ned med nebbet og så går de opp ja for at det det skal dette ned ## kan ikke ligge og drikke da # det er derfor du ammer de sånn * de skal ligge litt sånn hvorfor du ammer de de ligger sånn ## når du ammer de også skal må flaska stå opp for at det skal renne ut av flaska for de kan jo ikke suge opp av flaska
410190,Anne_Mona,det er derfor du,du,skal,holde flaska opp hele tida,skal,holde,,affirmative,affirmative,simple,main,no,2nd,Animate,* nei ja det er det det gjør nå # hvis hun # hvis henne ikke ligger så legger jo det bare seg nedi her # hun kveles sant # hvis a ligger og drikker # du klarer ikke å ligge og drikke gjør du det ? * | nei men unger gjør fugler # har du ikke sett de før de spiser de går ned med nebbet og så går de opp ja for at det det skal dette ned ## kan ikke ligge og drikke da # det er derfor du ammer de sånn * de skal ligge litt sånn hvorfor du ammer de de ligger sånn ## når du ammer de også skal må flaska stå opp for at det skal renne ut av flaska for de kan jo ikke suge opp av flaska sånn da ja altså var det feil det jeg gjorde da ? * sånn ja | sånn hæ ? var det feil det jeg gjorde da å legge flaska innpå munnen hans nei for de kan jo ikke suge opp av flaska * feil jammen e det er derfor du skal holde flaska opp hele tida
